,Age,Country,EdLevel,YearsCodePro,RemoteWork,Salary
8225,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,Remote,50256.0
8229,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,Hybrid,87948.0
8230,25-34 years old,Netherlands,Master’s degree,4.0,Hybrid,44796.0
8232,18-24 years old,Netherlands,Bachelor’s degree,1.0,Hybrid,40956.0
8236,25-34 years old,Switzerland,Bachelor’s degree,6.0,Person,165471.0
8243,18-24 years old,United States of America,Bachelor’s degree,3.0,Remote,78000.0
8245,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,Remote,71614.0
8248,35-44 years old,India,Bachelor’s degree,15.0,Remote,141869.0
8253,18-24 years old,Germany,Less than a Bachelors,1.0,Person,12792.0
8261,35-44 years old,United States of America,Bachelor’s degree,16.0,Remote,270000.0
8264,25-34 years old,Germany,Bachelor’s degree,3.0,Hybrid,47990.0
8265,25-34 years old,Finland,Master’s degree,6.0,Remote,65268.0
8270,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,Hybrid,119357.0
8277,25-34 years old,Denmark,Master’s degree,10.0,Hybrid,129048.0
8279,25-34 years old,Netherlands,Post grad,6.0,Hybrid,30927.0
8283,25-34 years old,India,Bachelor’s degree,6.0,Remote,38692.0
8286,25-34 years old,Denmark,Less than a Bachelors,9.0,Hybrid,68832.0
8288,25-34 years old,Austria,Less than a Bachelors,14.0,Hybrid,41591.0
8294,25-34 years old,Poland,Master’s degree,5.0,Hybrid,24972.0
8295,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,Remote,45230.0
8296,35-44 years old,Sweden,Less than a Bachelors,3.0,Hybrid,55563.0
8297,35-44 years old,Norway,Bachelor’s degree,0.5,Hybrid,68446.0
8298,25-34 years old,France,Master’s degree,4.0,Hybrid,45857.0
8300,25-34 years old,Germany,Bachelor’s degree,3.0,Remote,50123.0
8307,25-34 years old,Russian Federation,Master’s degree,1.0,Remote,31176.0
8311,25-34 years old,Spain,Bachelor’s degree,7.0,Hybrid,58121.0
8317,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,Hybrid,50256.0
8318,25-34 years old,Italy,Master’s degree,6.0,Hybrid,85315.0
8322,25-34 years old,Denmark,Master’s degree,4.0,Person,67104.0
8327,35-44 years old,United States of America,Master’s degree,19.0,Remote,220000.0
8328,25-34 years old,India,Bachelor’s degree,6.0,Person,12384.0
8333,25-34 years old,Germany,Less than a Bachelors,7.0,Person,63986.0
8336,35-44 years old,"Iran, Islamic Republic of...",Master’s degree,16.0,Remote,14400.0
8338,18-24 years old,Russian Federation,Bachelor’s degree,2.0,Remote,20784.0
8341,25-34 years old,Spain,Master’s degree,6.0,Remote,60787.0
8345,35-44 years old,Australia,Master’s degree,8.0,Remote,120311.0
8347,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Post grad,14.0,Remote,154536.0
8349,35-44 years old,Belgium,Bachelor’s degree,15.0,Hybrid,53322.0
8350,18-24 years old,Germany,Bachelor’s degree,0.5,Person,44790.0
8359,25-34 years old,Brazil,Bachelor’s degree,9.0,Hybrid,35315.0
8360,25-34 years old,Portugal,Bachelor’s degree,8.0,Remote,42657.0
8361,25-34 years old,Spain,Bachelor’s degree,6.0,Hybrid,50123.0
8363,Over 45,Netherlands,Post grad,25.0,Hybrid,53322.0
8366,25-34 years old,"Iran, Islamic Republic of...",Master’s degree,6.0,Person,39708.0
8370,25-34 years old,Germany,Master’s degree,5.0,Person,74651.0
8372,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,Hybrid,40205.0
8375,35-44 years old,Israel,Bachelor’s degree,7.0,Hybrid,127343.0
8377,25-34 years old,India,Bachelor’s degree,5.0,Hybrid,21672.0
8380,25-34 years old,United States of America,Post grad,3.0,Hybrid,153000.0
8381,18-24 years old,Norway,Less than a Bachelors,3.0,Hybrid,62223.0
8382,25-34 years old,Belgium,Bachelor’s degree,8.0,Hybrid,50220.0
8387,Over 45,Germany,Bachelor’s degree,25.0,Hybrid,70380.0
8393,35-44 years old,Germany,Post grad,21.0,Remote,72983.0
8402,25-34 years old,India,Bachelor’s degree,8.0,Remote,30948.0
8404,35-44 years old,Brazil,Post grad,14.0,Hybrid,59832.0
8409,25-34 years old,Portugal,Bachelor’s degree,3.0,Remote,18552.0
8411,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,0.5,Remote,35189.0
8412,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,Remote,59050.0
8415,25-34 years old,Finland,Master’s degree,3.0,Remote,46068.0
8418,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Post grad,6.0,Remote,87948.0
8421,25-34 years old,United States of America,Master’s degree,2.0,Hybrid,65000.0
8422,65 years or older,United States of America,Master’s degree,7.0,Remote,150000.0
8425,18-24 years old,India,Bachelor’s degree,0.5,Person,12897.0
8433,35-44 years old,United States of America,Post grad,5.0,Remote,126000.0
8438,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,Remote,56538.0
8439,25-34 years old,Netherlands,Master’s degree,9.0,Hybrid,44790.0
8447,35-44 years old,Italy,Bachelor’s degree,10.0,Hybrid,37325.0
8451,35-44 years old,Denmark,Master’s degree,14.0,Person,149700.0
8457,25-34 years old,Spain,Bachelor’s degree,5.0,Remote,44790.0
8461,25-34 years old,Czech Republic,Less than a Bachelors,4.0,Hybrid,25980.0
8463,25-34 years old,Germany,Bachelor’s degree,5.0,Person,77850.0
8464,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,Remote,62820.0
8465,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,Hybrid,40205.0
8470,35-44 years old,Spain,Less than a Bachelors,24.0,Remote,55455.0
8475,18-24 years old,United States of America,Bachelor’s degree,2.0,Person,82000.0
8484,25-34 years old,Norway,Less than a Bachelors,6.0,Hybrid,98520.0
8491,35-44 years old,Greece,Bachelor’s degree,15.0,Person,11520.0
8498,25-34 years old,Germany,Less than a Bachelors,0.5,Hybrid,12792.0
8499,18-24 years old,Germany,Bachelor’s degree,0.5,Hybrid,47990.0
8502,25-34 years old,Turkey,Bachelor’s degree,3.0,Hybrid,10524.0
8503,25-34 years old,India,Master’s degree,4.0,Hybrid,15477.0
8504,25-34 years old,France,Master’s degree,4.0,Remote,19200.0
8508,25-34 years old,Denmark,Less than a Bachelors,5.0,Hybrid,82872.0
8514,18-24 years old,Denmark,Less than a Bachelors,1.0,Person,47316.0
8517,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,Hybrid,69102.0
8518,25-34 years old,Belgium,Master’s degree,3.0,Hybrid,48624.0
8520,25-34 years old,France,Master’s degree,2.0,Person,44790.0
8524,35-44 years old,Finland,Less than a Bachelors,4.0,Hybrid,40956.0
8525,18-24 years old,Spain,Post grad,3.0,Hybrid,18663.0
8531,25-34 years old,Netherlands,Less than a Bachelors,10.0,Hybrid,56952.0
8533,25-34 years old,Finland,Less than a Bachelors,8.0,Hybrid,53748.0
8536,25-34 years old,India,Bachelor’s degree,7.0,Remote,77388.0
8543,25-34 years old,Poland,Master’s degree,12.0,Hybrid,69372.0
8551,35-44 years old,Denmark,Post grad,11.0,Hybrid,154860.0
8552,25-34 years old,Norway,Bachelor’s degree,5.0,Person,69690.0
8554,25-34 years old,Germany,Less than a Bachelors,8.0,Hybrid,70385.0
8555,Over 45,Netherlands,Bachelor’s degree,20.0,Hybrid,42657.0
8556,25-34 years old,Austria,Master’s degree,13.0,Hybrid,91714.0
8559,25-34 years old,Netherlands,Bachelor’s degree,6.0,Person,95979.0
8560,25-34 years old,Austria,Master’s degree,4.0,Hybrid,53322.0
8561,18-24 years old,France,Master’s degree,3.0,Hybrid,44790.0
8562,25-34 years old,Germany,Master’s degree,5.0,Remote,74220.0
8568,25-34 years old,Brazil,Master’s degree,15.0,Remote,299136.0
8570,25-34 years old,Brazil,Bachelor’s degree,5.0,Remote,19944.0
8572,25-34 years old,United States of America,Bachelor’s degree,4.0,Hybrid,123500.0
8579,25-34 years old,Australia,Master’s degree,0.5,Hybrid,45036.0
8583,25-34 years old,Germany,Less than a Bachelors,3.0,Remote,32760.0
8588,25-34 years old,Denmark,Master’s degree,1.0,Hybrid,72264.0
8592,35-44 years old,Germany,Less than a Bachelors,7.0,Remote,170630.0
8593,35-44 years old,United States of America,Bachelor’s degree,21.0,Remote,120000.0
8595,25-34 years old,France,Post grad,3.0,Remote,74651.0
8604,35-44 years old,United States of America,Master’s degree,33.0,Remote,240000.0
8612,25-34 years old,Netherlands,Bachelor’s degree,6.0,Hybrid,63984.0
8620,25-34 years old,Denmark,Post grad,7.0,Person,65388.0
8622,25-34 years old,Norway,Master’s degree,4.0,Hybrid,87113.0
8627,Over 45,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,24.0,Remote,69102.0
8633,25-34 years old,India,Master’s degree,3.0,Remote,32772.0
8634,25-34 years old,Germany,Master’s degree,7.0,Hybrid,61853.0
8637,Over 45,United States of America,Less than a Bachelors,29.0,Hybrid,134217.0
8638,35-44 years old,Germany,Less than a Bachelors,13.0,Hybrid,106644.0
8644,18-24 years old,Canada,Less than a Bachelors,3.0,Hybrid,66372.0
8645,25-34 years old,Germany,Bachelor’s degree,7.0,Person,63986.0
8651,25-34 years old,Poland,Less than a Bachelors,12.0,Remote,200000.0
8653,25-34 years old,South Africa,Bachelor’s degree,6.0,Hybrid,56892.0
8654,25-34 years old,Netherlands,Bachelor’s degree,4.0,Hybrid,63986.0
8657,35-44 years old,Australia,Less than a Bachelors,15.0,Remote,99080.0
8658,35-44 years old,Switzerland,Bachelor’s degree,14.0,Hybrid,99283.0
8661,25-34 years old,India,Bachelor’s degree,12.0,Hybrid,25794.0
8662,25-34 years old,Germany,Master’s degree,9.0,Hybrid,92780.0
8663,25-34 years old,Israel,Bachelor’s degree,6.0,Hybrid,191314.0
8664,18-24 years old,Spain,Less than a Bachelors,0.5,Person,19196.0
8666,25-34 years old,Germany,Bachelor’s degree,4.0,Hybrid,74651.0
8667,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,26.0,Remote,188459.0
8677,35-44 years old,Netherlands,Bachelor’s degree,14.0,Hybrid,85628.0
8688,25-34 years old,Austria,Master’s degree,1.0,Hybrid,31993.0
8691,25-34 years old,United States of America,Master’s degree,11.0,Hybrid,128000.0
8693,25-34 years old,France,Master’s degree,4.0,Hybrid,45857.0
8696,25-34 years old,United States of America,Less than a Bachelors,12.0,Remote,175000.0
8698,25-34 years old,Norway,Master’s degree,8.0,Hybrid,97483.0
8699,18-24 years old,Sweden,Bachelor’s degree,1.0,Hybrid,56748.0
8706,Over 45,India,Master’s degree,17.0,Remote,25794.0
8707,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,11.0,Hybrid,56538.0
8708,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,Hybrid,41800.0
8712,35-44 years old,France,Less than a Bachelors,15.0,Hybrid,25596.0
8713,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,Remote,121870.0
8719,25-34 years old,Belgium,Master’s degree,1.0,Hybrid,39458.0
8721,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,Remote,75384.0
8724,25-34 years old,Germany,Master’s degree,12.0,Person,31992.0
8727,25-34 years old,Germany,Bachelor’s degree,3.0,Person,43512.0
8728,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,Person,62820.0
8731,25-34 years old,India,Bachelor’s degree,10.0,Person,11607.0
8737,25-34 years old,Poland,Less than a Bachelors,8.0,Remote,38856.0
8739,18-24 years old,Czech Republic,Less than a Bachelors,7.0,Hybrid,21828.0
8742,25-34 years old,Norway,Master’s degree,3.0,Hybrid,89187.0
8744,Over 45,Germany,Master’s degree,13.0,Person,68252.0
8750,25-34 years old,Austria,Bachelor’s degree,6.0,Hybrid,63986.0
8754,25-34 years old,Greece,Bachelor’s degree,2.0,Hybrid,22104.0
8758,25-34 years old,Netherlands,Bachelor’s degree,9.0,Hybrid,106644.0
8767,25-34 years old,India,Bachelor’s degree,4.0,Person,38692.0
8768,35-44 years old,Turkey,Bachelor’s degree,20.0,Hybrid,22548.0
8772,25-34 years old,South Africa,Less than a Bachelors,6.0,Hybrid,41724.0
8780,25-34 years old,Sweden,Less than a Bachelors,6.0,Hybrid,54852.0
8781,18-24 years old,Norway,Bachelor’s degree,3.0,Hybrid,67409.0
8782,25-34 years old,France,Master’s degree,7.0,Remote,69318.0
8784,25-34 years old,Germany,Less than a Bachelors,4.0,Person,28152.0
8785,18-24 years old,Canada,Bachelor’s degree,4.0,Remote,195210.0
8786,18-24 years old,United States of America,Bachelor’s degree,3.0,Remote,135000.0
8790,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,Hybrid,81666.0
8795,25-34 years old,Austria,Less than a Bachelors,15.0,Remote,63986.0
8801,25-34 years old,Germany,Less than a Bachelors,11.0,Person,46923.0
8802,18-24 years old,Netherlands,Bachelor’s degree,3.0,Hybrid,37325.0
8803,25-34 years old,Denmark,Less than a Bachelors,7.0,Person,61944.0
8804,25-34 years old,Portugal,Master’s degree,12.0,Remote,69318.0
8805,18-24 years old,Poland,Less than a Bachelors,3.0,Remote,41628.0
8810,18-24 years old,Canada,Bachelor’s degree,1.0,Hybrid,52512.0
8817,25-34 years old,Israel,Bachelor’s degree,4.0,Hybrid,107616.0
8820,18-24 years old,Germany,Less than a Bachelors,2.0,Person,35726.0
8822,25-34 years old,Canada,Less than a Bachelors,8.0,Remote,117126.0
8824,35-44 years old,Netherlands,Master’s degree,14.0,Remote,90647.0
8826,35-44 years old,Switzerland,Master’s degree,15.0,Hybrid,93072.0
8832,25-34 years old,France,Master’s degree,5.0,Hybrid,56521.0
8839,25-34 years old,Czech Republic,Master’s degree,5.0,Remote,34560.0
8841,35-44 years old,United States of America,Bachelor’s degree,11.0,Hybrid,170000.0
8842,35-44 years old,Spain,Bachelor’s degree,14.0,Hybrid,47990.0
8847,25-34 years old,Germany,Master’s degree,2.0,Hybrid,67186.0
8851,25-34 years old,Poland,Bachelor’s degree,5.0,Remote,100511.0
8854,18-24 years old,United States of America,Bachelor’s degree,4.0,Hybrid,150000.0
8859,18-24 years old,India,Bachelor’s degree,1.0,Hybrid,123816.0
8869,25-34 years old,France,Master’s degree,5.0,Hybrid,69852.0
8873,35-44 years old,Canada,Bachelor’s degree,9.0,Remote,132743.0
8887,25-34 years old,Norway,Less than a Bachelors,2.0,Hybrid,57038.0
8897,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,Remote,91717.0
8898,25-34 years old,Turkey,Less than a Bachelors,8.0,Remote,52608.0
8899,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,16.0,Hybrid,80409.0
8901,25-34 years old,Australia,Bachelor’s degree,4.0,Hybrid,95541.0
8902,Over 45,Australia,Post grad,25.0,Person,120311.0
8904,35-44 years old,United States of America,Master’s degree,15.0,Hybrid,90000.0
8905,25-34 years old,Canada,Master’s degree,2.0,Remote,106194.0
8906,18-24 years old,Netherlands,Master’s degree,0.5,Person,53322.0
8909,25-34 years old,Greece,Bachelor’s degree,2.0,Remote,11518.0
8910,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,2.0,Remote,47743.0
8912,35-44 years old,"Iran, Islamic Republic of...",Master’s degree,17.0,Remote,15072.0
8915,35-44 years old,Germany,Master’s degree,11.0,Remote,69318.0
8923,Over 45,United States of America,Less than a Bachelors,15.0,Remote,120000.0
8928,35-44 years old,France,Master’s degree,16.0,Remote,76783.0
8929,18-24 years old,Germany,Bachelor’s degree,1.0,Hybrid,49056.0
8930,25-34 years old,"Iran, Islamic Republic of...",Master’s degree,10.0,Remote,226932.0
8932,25-34 years old,Germany,Bachelor’s degree,8.0,Remote,45857.0
8934,18-24 years old,Germany,Bachelor’s degree,4.0,Remote,46068.0
8936,18-24 years old,Germany,Less than a Bachelors,4.0,Hybrid,66119.0
8945,25-34 years old,Germany,Bachelor’s degree,8.0,Remote,79983.0
8950,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,Hybrid,81666.0
8956,18-24 years old,India,Bachelor’s degree,1.0,Remote,10318.0
8961,25-34 years old,Poland,Less than a Bachelors,1.0,Remote,16656.0
8964,25-34 years old,Russian Federation,Master’s degree,4.0,Hybrid,116494.0
8967,25-34 years old,Poland,Less than a Bachelors,4.0,Remote,44400.0
8969,18-24 years old,Germany,Bachelor’s degree,3.0,Remote,79983.0
8970,25-34 years old,Belgium,Less than a Bachelors,2.0,Person,25596.0
8973,25-34 years old,Brazil,Master’s degree,5.0,Remote,62316.0
8974,25-34 years old,France,Master’s degree,2.0,Hybrid,34126.0
8977,35-44 years old,Finland,Bachelor’s degree,22.0,Person,63773.0
8978,25-34 years old,"Iran, Islamic Republic of...",Master’s degree,2.0,Person,19860.0
8982,35-44 years old,Finland,Bachelor’s degree,11.0,Hybrid,66048.0
8984,25-34 years old,Finland,Post grad,7.0,Hybrid,74651.0
8988,25-34 years old,Spain,Less than a Bachelors,5.0,Remote,45857.0
8991,18-24 years old,Brazil,Less than a Bachelors,5.0,Remote,19608.0
8995,25-34 years old,India,Bachelor’s degree,6.0,Person,13932.0
8997,25-34 years old,Austria,Less than a Bachelors,12.0,Hybrid,69318.0
9003,25-34 years old,Spain,Less than a Bachelors,3.0,Remote,47990.0
9007,25-34 years old,India,Bachelor’s degree,11.0,Hybrid,33533.0
9009,25-34 years old,Germany,Master’s degree,1.0,Hybrid,52464.0
9010,18-24 years old,Netherlands,Bachelor’s degree,0.5,Hybrid,38008.0
9011,25-34 years old,Germany,Bachelor’s degree,3.0,Hybrid,11520.0
9016,25-34 years old,Spain,Master’s degree,4.0,Hybrid,57054.0
9017,25-34 years old,Austria,Less than a Bachelors,5.0,Remote,43512.0
9018,65 years or older,United States of America,Less than a Bachelors,40.0,Hybrid,226000.0
9019,Over 45,Spain,Post grad,18.0,Hybrid,37325.0
9020,35-44 years old,Belgium,Master’s degree,11.0,Person,49908.0
9021,25-34 years old,Russian Federation,Bachelor’s degree,0.5,Remote,22860.0
9022,25-34 years old,Switzerland,Master’s degree,5.0,Hybrid,113761.0
9023,18-24 years old,Brazil,Less than a Bachelors,6.0,Remote,125000.0
